subscribed,title,subject,era_subjects,cpu,cpu_rank,usage,instant_usage_percent,free_instant_usage_percent,subscription_cost,ill_cost,subscription_minus_ill_cost,use_oa_percent,use_backfile_percent,use_subscription_percent,use_ill_percent,use_other_delayed_percent,perpetual_access_years,baseline_access,bronze_oa_embargo_months,use_green_percent,use_hybrid_percent,use_bronze_percent,use_asns_percent,use_peer_reviewed_percent,downloads,citations,authorships,current_yr_usage,IF%,cost_per_IF%
 ,Professional Cell,Environmental Sciences,"[['0912', 'Materials Engineering'], ['0913', 'Mechanical Engineering'], ['09', 'Engineering'], ['0905', 'Civil Engineering']]",10.688878,254,284,44,44,1807,101,1706,44,0,0,3,53,0,0,0,9,18,5,7,25,212,7.2,0,159.04,0.03988534,45304.86676
 ,Push Quantitative,Environmental Sciences,"[['05', 'Environmental Sciences'], ['07', 'Agricultural and Veterinary Sciences'], ['16', 'Studies in Human Society']]",10.420873,253,1293,22,22,11038,502,10536,22,0,0,4,74,0,0,0,3,1,3,9,4,756,39.8,1.4,1008.54,0.252929832,43640.56194
 ,Knowledge Scripta,Chemistry and Chemical Engineering,"[['MD', 'Multidisciplinary']]",10.357649,252,744,36,36,5154,191,4963,36,0,0,3,61,0,0,0,10,4,7,9,13,350,31.6,0.8,476.16,0.119415262,43160.31212
 ,Cognitive Analyze,Life Sciences,"[['09', 'Engineering']]",10.351031,251,1010,27,27,8029,361,7668,27,0,0,4,70,0,0,0,12,4,2,7,18,579,41.2,0.2,747.4,0.187439027,42835.26287
 ,Physicsopedia,Medicine,"[['0301', 'Analytical Chemistry'], ['0601', 'Biochemistry and Cell Biology'], ['0399', 'Other Chemical Sciences'], ['06', 'Biological Sciences'], ['03', 'Chemical Sciences']]",10.298034,250,399,66,66,1434,30,1404,66,0,0,2,32,0,0,0,12,14,39,5,61,104,21.6,0.8,135.66,0.034021914,42149.30429
 ,Techie Renewable,Neuroscience,"[['11', 'Medical and Health Sciences']]",10.135882,249,309,17,17,2762,151,2611,17,0,0,4,79,0,0,0,4,0,8,2,7,213,5.6,0.4,256.47,0.064319624,42941.79304
 ,Chalk Econ,Life Sciences,"[['09', 'Engineering'], ['17', 'Psychology and Cognitive Sciences'], ['11', 'Medical and Health Sciences']]",9.997625,248,726,52,52,3643,155,3488,52,0,0,2,46,0,0,0,22,10,8,4,35,379,35,0,348.48,0.087394638,41684.47971
TRUE,Spur Computer,Chemistry and Chemical Engineering,"[['MD', 'Multidisciplinary']]",9.929095,247,1720,19,19,14458,617,13841,19,0,0,4,77,0,0,0,4,1,5,5,5,895,66.6,1.6,1393.2,0.349397983,41379.74658
 ,Flameable,Agricultural and Biological Sciences,"[['09', 'Engineering'], ['0914', 'Resources Engineering and Extractive Metallurgy'], ['0904', 'Chemical Engineering']]",9.870993,246,734,42,42,4355,125,4230,42,0,0,3,55,0,0,0,14,10,11,10,24,253,40.6,0.8,425.72,0.106765511,40790.32615
 ,Research Polymers,Environmental Sciences,"[['06', 'Biological Sciences'], ['11', 'Medical and Health Sciences']]",9.782614,245,550,33,33,3815,224,3591,33,0,0,3,63,0,0,0,5,9,6,9,12,395,13.6,0.2,363,0.091036081,41906.46129
 ,Excellence Journal,Chemistry and Chemical Engineering,"[['0301', 'Analytical Chemistry'], ['0399', 'Other Chemical Sciences'], ['03', 'Chemical Sciences']]",9.765395,244,642,21,21,5281,304,4977,21,0,0,4,75,0,0,0,5,1,2,11,4,450,15.2,0.4,507.18,0.127194709,41519.0225
TRUE,Journscape,Earth and Planetary Sciences,"[['0601', 'Biochemistry and Cell Biology'], ['06', 'Biological Sciences']]",9.759058,243,1723,32,32,11958,454,11504,32,0,0,3,65,0,0,0,8,4,5,13,10,780,76.4,1.8,1171.64,0.293833371,40696.53472
TRUE,Smart Computer,Chemistry and Chemical Engineering,"[['0304', 'Medicinal and Biomolecular Chemistry'], ['0601', 'Biochemistry and Cell Biology'], ['06', 'Biological Sciences'], ['0608', 'Zoology'], ['03', 'Chemical Sciences']]",9.742602,242,1308,25,25,10147,622,9525,25,0,0,4,71,0,0,0,5,2,3,13,6,979,29,0.4,981,0.246023128,41244.08992
 ,Crave Nutrition,"Engineering, Energy and Technology","[['12', 'Built Environment and Design'], ['05', 'Environmental Sciences'], ['09', 'Engineering']]",9.721571,241,512,22,22,4073,186,3887,22,0,0,4,74,0,0,0,5,3,5,8,8,280,11.2,1.2,399.36,0.100154736,40667.07329
 ,Access Programming,"Engineering, Energy and Technology","[['09', 'Engineering'], ['0913', 'Mechanical Engineering'], ['0915', 'Interdisciplinary Engineering']]",9.651521,240,983,16,16,8481,469,8012,16,0,0,4,80,0,0,0,3,1,3,7,5,653,23,1,825.72,0.207080751,40955.03782
TRUE,Drive Nutrition,"Pharmacology, Pharmaceutical Science and Toxicology","[['MD', 'Multidisciplinary']]",9.622393,239,1081,33,33,7274,269,7005,33,0,0,3,64,0,0,0,20,8,5,5,28,470,51.2,1,724.27,0.181638298,40046.62049
TRUE,Rising Biological,Chemistry and Chemical Engineering,"[['09', 'Engineering'], ['03', 'Chemical Sciences']]",9.56345,238,1750,23,23,13656,843,12813,23,0,0,4,73,0,0,0,5,3,5,12,7,1295,39.6,0.6,1347.5,0.337936967,40409.90284
 ,Squad American,"Economics, Business and Management","[['09', 'Engineering'], ['0906', 'Electrical and Electronic Engineering']]",9.539519,237,293,36,36,1882,89,1793,36,0,0,3,61,0,0,0,5,4,10,6,12,164,7,0.6,187.52,0.047027785,40018.89537
 ,Trendsable,Physics and Astronomy,"[['0913', 'Mechanical Engineering'], ['0906', 'Electrical and Electronic Engineering'], ['09', 'Engineering']]",9.467295,236,526,22,22,4088,213,3875,22,0,0,4,74,0,0,0,3,0,4,7,3,322,16.4,0.4,410.28,0.102893342,39730.46173
 ,Champions Renewable,Environmental Sciences,"[['0903', 'Biomedical Engineering'], ['11', 'Medical and Health Sciences'], ['0904', 'Chemical Engineering'], ['09', 'Engineering'], ['1115', 'Pharmacology and Pharmaceutical Sciences']]",9.432786,235,1104,43,43,6241,314,5927,43,0,0,3,54,0,0,0,9,9,10,15,15,649,45.6,0,629.28,0.157815937,39546.06952
 ,Fountain Conduct,Agricultural and Biological Sciences,"[['0306', 'Physical Chemistry (incl. Structural)'], ['0904', 'Chemical Engineering'], ['09', 'Engineering'], ['03', 'Chemical Sciences']]",9.330734,234,596,30,30,4147,265,3882,30,0,0,3,66,0,0,0,2,2,5,19,5,446,13,0.2,411.24,0.103134099,40209.78555
 ,Guide Research,0,"[['0807', 'Library and Information Studies'], ['0805', 'Distributed Computing'], ['08', 'Information and Computing Sciences'], ['0806', 'Information Systems']]",9.296492,233,380,16,16,3139,166,2973,16,0,0,4,80,0,0,0,6,1,6,0,6,233,6.8,0.8,319.2,0.080051562,39212.22672
 ,Rapid Cement,Physics and Astronomy,"[['03', 'Chemical Sciences'], ['09', 'Engineering'], ['02', 'Physical Sciences'], ['0204', 'Condensed Matter Physics'], ['0306', 'Physical Chemistry (incl. Structural)'], ['0912', 'Materials Engineering']]",9.225174,232,697,28,28,4717,98,4619,28,0,0,4,68,0,0,0,31,9,4,0,22,160,40,1.4,501.84,0.125855501,37479.4901
 ,Concept Clinic,Agricultural and Biological Sciences,"[['07', 'Agricultural and Veterinary Sciences'], ['05', 'Environmental Sciences'], ['06', 'Biological Sciences']]",9.215503,231,370,36,36,2322,140,2182,36,0,0,3,61,0,0,0,8,5,11,8,13,257,11.4,0,236.8,0.059386622,39099.71478
 ,Journorama,"Economics, Business and Management","[['07', 'Agricultural and Veterinary Sciences'], ['06', 'Biological Sciences'], ['0706', 'Horticultural Production'], ['0601', 'Biochemistry and Cell Biology']]",9.161209,230,1364,34,34,8752,528,8224,34,0,0,3,63,0,0,0,19,3,2,9,12,945,38,0.4,900.24,0.225769481,38765.20412
 ,Mode Journal,Materials Science,"[['09', 'Engineering']]",9.015377,229,856,14,14,7059,389,6670,14,0,0,4,82,0,0,0,2,0,2,9,2,530,24.6,0.8,736.16,0.184620169,38235.25914
 ,Trainer Clinic,Life Sciences,"[['0201', 'Astronomical and Space Sciences'], ['0206', 'Quantum Physics'], ['0202', 'Atomic, Molecular, Nuclear, Particle and Plasma Physics'], ['02', 'Physical Sciences']]",8.957376,228,745,46,46,3725,139,3586,33,14,0,3,51,2016-2019,0,0,9,7,4,7,16,393,25.4,1,402.3,0.100892053,36920.64815
 ,Possible Biosensor,Life Sciences,"[['09', 'Engineering'], ['1505', 'Marketing'], ['0908', 'Food Sciences'], ['15', 'Commerce, Management, Tourism and Services']]",8.948113,227,369,23,23,2646,113,2533,23,0,0,4,73,0,0,0,2,2,5,9,4,174,11.6,0.8,284.13,0.071256423,37133.49446
TRUE,Statisticslytical,Environmental Sciences,"[['MD', 'Multidisciplinary']]",8.815363,226,1807,39,39,10207,561,9646,39,0,0,3,58,0,0,0,7,5,4,20,10,1090,63.8,0.8,1102.27,0.276436201,36923.52873
 ,Network Veterinary,Agricultural and Biological Sciences,"[['03', 'Chemical Sciences'], ['09', 'Engineering'], ['02', 'Physical Sciences']]",8.529842,225,401,37,37,2283,115,2168,37,0,0,3,60,0,0,0,2,1,4,23,3,213,14.8,0.4,252.63,0.063356598,36034.13169
TRUE,Keys Polymers,Agricultural and Biological Sciences,"[['06', 'Biological Sciences']]",8.43115,224,504,32,32,2983,97,2886,32,0,0,3,65,0,0,0,8,7,4,7,14,168,7.8,2.6,342.72,0.085950098,34706.1849
 ,Club Polymers,Life Sciences,"[['MD', 'Multidisciplinary']]",8.41534,223,699,28,28,4400,195,4205,16,13,0,4,68,2016-2019,0,0,1,1,2,8,2,377,18.2,1.4,503.28,0.126216636,34860.69782
 ,Founder Computer,Agricultural and Biological Sciences,"[['06', 'Biological Sciences'], ['07', 'Agricultural and Veterinary Sciences'], ['05', 'Environmental Sciences']]",8.398019,222,1039,22,22,7248,453,6795,22,0,0,4,74,0,0,0,6,3,4,9,8,684,35.6,0,810.42,0.203243693,35661.62316
 ,Home Dairy,"Engineering, Energy and Technology","[['09', 'Engineering'], ['0915', 'Interdisciplinary Engineering'], ['0905', 'Civil Engineering'], ['0913', 'Mechanical Engineering']]",8.395557,221,387,15,15,2930,172,2758,15,0,0,4,81,0,0,0,2,1,3,5,3,239,8.8,0.6,328.95,0.082496746,35516.55236
 ,Dojo Trends,"Economics, Business and Management","[['12', 'Built Environment and Design'], ['1201', 'Architecture'], ['0502', 'Environmental Science and Management'], ['1202', 'Building'], ['05', 'Environmental Sciences']]",8.380955,220,270,38,38,1469,75,1394,38,0,0,3,58,0,0,0,13,9,3,14,18,143,11,0.2,164.7,0.0413048,35564.87353
 ,Advisor Renewable,Environmental Sciences,"[['0602', 'Ecology'], ['0608', 'Zoology'], ['06', 'Biological Sciences']]",8.379752,219,661,54,54,2692,145,2547,37,17,0,2,44,2016-2019,0,0,9,10,5,8,17,450,17.2,0.4,304.06,0.07625463,35302.77432
 ,Dynamo Current,Medicine,"[['09', 'Engineering'], ['0904', 'Chemical Engineering'], ['0908', 'Food Sciences']]",8.359194,218,785,38,38,4243,174,4069,38,0,0,3,59,0,0,0,16,6,4,5,21,330,37.6,0.8,486.7,0.122058569,34762.00018
TRUE,Confer Opinion,Chemistry and Chemical Engineering,"[['0801', 'Artificial Intelligence and Image Processing'], ['01', 'Mathematical Sciences'], ['08', 'Information and Computing Sciences'], ['0913', 'Mechanical Engineering'], ['09', 'Engineering'], ['0102', 'Applied Mathematics']]",8.276869,217,2375,14,14,17635,796,16839,14,0,0,4,81,0,0,0,6,4,3,4,9,1093,94.4,3.4,2018.75,0.50627848,34832.60832
TRUE,Lab Journal,"Engineering, Energy and Technology","[['1505', 'Marketing'], ['15', 'Commerce, Management, Tourism and Services']]",8.276786,216,1797,22,22,12172,585,11587,22,0,0,4,74,0,0,0,4,2,3,11,5,883,61.4,3,1401.66,0.351519651,34626.7982
FALSE,Logic Coating,Neuroscience,"[['17', 'Psychology and Cognitive Sciences'], ['11', 'Medical and Health Sciences']]",8.230058,215,705,79,79,1279,62,1217,79,0,0,1,20,0,0,0,23,29,1,11,50,350,21.6,1.4,148.05,0.037129178,34447.30138
 ,Bridge Current,Veterinary Science and Veterinary Medicine,"[['03', 'Chemical Sciences'], ['10', 'Technology'], ['09', 'Engineering']]",8.205955,214,996,23,23,6591,340,6251,23,0,0,4,73,0,0,0,9,9,5,8,18,523,35.4,1.2,766.92,0.192334411,34268.43886
 ,Intellect Journal,Life Sciences,"[['01', 'Mathematical Sciences'], ['02', 'Physical Sciences'], ['09', 'Engineering']]",8.16741,213,897,42,42,4538,265,4273,42,0,0,3,55,0,0,0,11,18,10,5,31,535,28.4,0.8,520.26,0.130475018,34780.60458
TRUE,Propel Forestry,Materials Science,"[['07', 'Agricultural and Veterinary Sciences'], ['0605', 'Microbiology'], ['0707', 'Veterinary Sciences'], ['0704', 'Fisheries Sciences'], ['06', 'Biological Sciences']]",8.099572,212,1215,21,21,8139,359,7780,21,0,0,4,75,0,0,0,5,3,4,8,7,534,50.2,1.8,959.85,0.240718959,33811.21297
TRUE,Succeed Neuro,"Economics, Business and Management","[['06', 'Biological Sciences'], ['10', 'Technology'], ['09', 'Engineering']]",8.074368,211,128,16,16,891,24,867,16,0,0,4,79,0,0,0,0,3,6,5,6,34,3.8,0.6,106.24,0.026643728,33441.26628
TRUE,Zoom Polymers,Chemistry and Chemical Engineering,"[['0204', 'Condensed Matter Physics'], ['0912', 'Materials Engineering'], ['02', 'Physical Sciences'], ['09', 'Engineering']]",7.976535,210,1782,23,23,11489,541,10948,23,0,0,4,73,0,0,0,5,4,5,8,8,827,89.6,0.6,1372.14,0.344116386,33386.95998
 ,Arrive Science,Materials Science,"[['1501', 'Accounting, Auditing and Accountability'], ['0806', 'Information Systems'], ['08', 'Information and Computing Sciences'], ['15', 'Commerce, Management, Tourism and Services']]",7.926941,209,619,12,12,4596,275,4321,12,0,0,4,84,0,0,0,1,0,2,7,1,367,13.2,1.2,544.72,0.136609295,33643.39161
 ,Passage Journal,Physics and Astronomy,"[['02', 'Physical Sciences'], ['10', 'Technology'], ['03', 'Chemical Sciences']]",7.869812,208,870,18,18,5943,346,5597,18,0,0,4,78,0,0,0,6,0,3,10,3,498,25.2,1.2,713.4,0.178912232,33217.40467
 ,Bright Science,0,"[['09', 'Engineering'], ['03', 'Chemical Sciences'], ['19', 'Studies in Creative Arts and Writing']]",7.781979,207,211,39,39,1080,77,1003,39,0,0,3,58,0,0,0,11,10,10,5,24,148,2.4,0.4,128.71,0.032278937,33458.35133
 ,Active Materialia,"Economics, Business and Management","[['0204', 'Condensed Matter Physics'], ['0303', 'Macromolecular and Materials Chemistry'], ['0206', 'Quantum Physics'], ['02', 'Physical Sciences'], ['03', 'Chemical Sciences']]",7.702526,206,430,25,25,2628,131,2497,25,0,0,4,72,0,0,0,12,1,5,9,11,204,16.8,0.6,326.8,0.081957552,32065.37956
 ,Course Research,Agricultural and Biological Sciences,"[['09', 'Engineering'], ['0913', 'Mechanical Engineering'], ['0915', 'Interdisciplinary Engineering'], ['0906', 'Electrical and Electronic Engineering']]",7.584438,205,1061,33,33,5669,308,5361,33,0,0,3,63,0,0,0,9,4,6,15,12,544,42,1,700.26,0.175616876,32280.49677
 ,Empower Journal,Chemistry and Chemical Engineering,[],7.464117,204,1404,20,20,8993,619,8374,20,0,0,4,76,0,0,0,4,3,5,3,8,911,39.4,1,1123.2,0.281685196,31925.71046
TRUE,Accelerate Academic,Earth and Planetary Sciences,"[['09', 'Engineering']]",7.422123,203,1224,40,40,5711,235,5476,40,0,0,3,57,0,0,0,10,10,5,14,19,459,70.6,0.6,734.4,0.184178782,31007.91494
 ,Maismadora,"Engineering, Energy and Technology","[['01', 'Mathematical Sciences'], ['08', 'Information and Computing Sciences'], ['15', 'Commerce, Management, Tourism and Services']]",7.401344,202,594,41,41,2749,168,2581,27,15,0,3,56,2016-2019,0,0,6,2,6,9,7,388,16.6,0.4,350.46,0.087891198,31277.30717
 ,Alpha Research,Social and Behavioral Sciences,"[['1117', 'Public Health and Health Services'], ['1507', 'Transportation and Freight Services'], ['17', 'Psychology and Cognitive Sciences'], ['1701', 'Psychology'], ['15', 'Commerce, Management, Tourism and Services'], ['11', 'Medical and Health Sciences']]",7.306385,201,555,33,33,2931,200,2731,33,0,0,3,64,0,0,0,13,3,11,8,13,349,21,0,371.85,0.093255556,31429.76289
 ,Researchology,Social and Behavioral Sciences,"[['07', 'Agricultural and Veterinary Sciences'], ['0702', 'Animal Production']]",7.302723,200,361,49,49,1422,86,1336,49,0,0,3,48,0,0,0,20,1,7,11,22,201,10.2,0.6,184.11,0.046172597,30797.4877
 ,Belief Industrial,Social and Behavioral Sciences,"[['0303', 'Macromolecular and Materials Chemistry'], ['0302', 'Inorganic Chemistry'], ['0306', 'Physical Chemistry (incl. Structural)'], ['03', 'Chemical Sciences']]",7.261066,199,488,27,27,2738,169,2569,27,0,0,4,69,0,0,0,4,4,4,10,9,275,17.4,0.4,356.24,0.089340753,30646.70823
 ,Ademia Accident,"Engineering, Energy and Technology","[['04', 'Earth Sciences'], ['0403', 'Geology'], ['0402', 'Geochemistry'], ['0406', 'Physical Geography and Environmental Geoscience']]",7.25798,198,485,42,42,2133,89,2044,30,12,0,3,55,2016-2019,0,0,11,4,5,9,12,232,13.4,1.2,281.3,0.070546693,30235.29396
 ,Master Journal,Social and Behavioral Sciences,"[['15', 'Commerce, Management, Tourism and Services'], ['17', 'Psychology and Cognitive Sciences']]",7.245988,197,290,31,31,1578,138,1440,31,0,0,3,65,0,0,0,9,6,3,11,15,236,5.4,0,197.2,0.049455414,31907.52809
 ,Focus Cement,Agricultural and Biological Sciences,"[['MD', 'Multidisciplinary']]",7.19832,196,617,26,26,3479,203,3276,26,0,0,4,70,0,0,0,4,2,7,12,9,324,25.4,0.4,456.58,0.114504831,30382.99744
 ,Motivate Sensing,Chemistry and Chemical Engineering,"[['13', 'Education'], ['1302', 'Curriculum and Pedagogy'], ['1301', 'Education Systems'], ['1303', 'Specialist Studies in Education']]",7.183784,195,1531,11,11,10472,710,9762,11,0,0,4,84,0,0,0,2,1,1,5,3,942,43,1.6,1347.28,0.337881794,30993.08752
 ,Achieve Journal,Agricultural and Biological Sciences,"[['MD', 'Multidisciplinary']]",7.155102,194,298,27,27,1611,61,1550,27,0,0,4,69,0,0,0,2,1,4,12,9,99,18,0.2,217.54,0.054556444,29529.05089
 ,Passage Cement,Physics and Astronomy,"[['16', 'Studies in Human Society'], ['04', 'Earth Sciences'], ['1604', 'Human Geography'], ['0406', 'Physical Geography and Environmental Geoscience']]",7.035163,193,517,24,24,2919,165,2754,24,0,0,4,72,0,0,0,6,2,4,11,7,256,16.2,1,392.92,0.098539661,29622.59027
TRUE,Ambition Science,Chemistry and Chemical Engineering,"[['0703', 'Crop and Pasture Production'], ['07', 'Agricultural and Veterinary Sciences']]",7.023119,192,1401,21,21,8247,455,7792,21,0,0,4,75,0,0,0,3,1,4,10,4,676,46.6,2.6,1106.79,0.277569763,29711.44952
 ,Boost Journal,"Economics, Business and Management","[['09', 'Engineering'], ['02', 'Physical Sciences'], ['03', 'Chemical Sciences'], ['0301', 'Analytical Chemistry'], ['0912', 'Materials Engineering'], ['0205', 'Optical Physics']]",6.965902,191,1175,39,39,5396,361,5035,39,0,0,3,58,0,0,0,19,2,3,3,16,690,44.8,0.4,716.75,0.179752372,30019.07538
 ,Intellect Veterinary,"Engineering, Energy and Technology","[['06', 'Biological Sciences'], ['0608', 'Zoology']]",6.963024,190,429,20,20,2544,160,2384,20,0,0,4,76,0,0,0,5,0,5,7,5,235,15.4,0.4,343.2,0.086070476,29557.17343
TRUE,Republic Opinion,Materials Science,"[['03', 'Chemical Sciences'], ['0904', 'Chemical Engineering'], ['0301', 'Analytical Chemistry'], ['09', 'Engineering']]",6.945438,189,2237,31,31,11219,564,10655,31,0,0,3,65,0,0,0,18,6,4,7,24,967,119.2,0.8,1521.16,0.381488829,29408.46273
 ,Workshop Journal,Social and Behavioral Sciences,"[['0912', 'Materials Engineering'], ['0203', 'Classical Physics'], ['0913', 'Mechanical Engineering'], ['02', 'Physical Sciences'], ['09', 'Engineering']]",6.881232,188,244,30,30,1273,102,1171,30,0,0,3,66,0,0,0,7,4,9,7,9,172,7.2,0,168.36,0.042222685,30149.6697
 ,Growth Crop,Agricultural and Biological Sciences,"[['03', 'Chemical Sciences'], ['0399', 'Other Chemical Sciences'], ['0301', 'Analytical Chemistry']]",6.860957,187,605,27,27,3214,168,3046,27,0,0,4,70,0,0,0,4,3,4,13,7,270,23.6,1,447.7,0.112277833,28625.41885
 ,Scienceopedia,0,"[['14', 'Economics'], ['1402', 'Applied Economics'], ['1502', 'Banking, Finance and Investment'], ['1606', 'Political Science'], ['16', 'Studies in Human Society'], ['15', 'Commerce, Management, Tourism and Services']]",6.847179,186,378,33,33,1912,171,1741,33,0,0,3,64,0,0,0,3,2,9,12,4,298,2,0.6,253.26,0.063514595,30103.31738
 ,Simple Forestry,Agricultural and Biological Sciences,"[['09', 'Engineering']]",6.818205,185,585,33,33,2844,189,2655,33,0,0,3,63,0,0,0,4,4,6,19,9,334,21.2,0.4,386.1,0.096829286,29371.27925
 ,Motion Science,"Engineering, Energy and Technology","[['MD', 'Multidisciplinary']]",6.80841,184,1084,42,42,4517,236,4281,28,14,0,3,55,2016-2019,0,0,6,5,3,8,8,595,31,1.8,628.72,0.157675495,28647.44451
 ,Scriptawind,Life Sciences,"[['1205', 'Urban and Regional Planning'], ['1507', 'Transportation and Freight Services'], ['1604', 'Human Geography'], ['15', 'Commerce, Management, Tourism and Services'], ['12', 'Built Environment and Design'], ['16', 'Studies in Human Society']]",6.788759,183,313,30,30,1601,118,1483,30,0,0,3,66,0,0,0,14,7,3,6,21,199,9.4,0.2,215.97,0.054162706,29559.08427
TRUE,Think Research,Materials Science,"[['0503', 'Soil Sciences'], ['0406', 'Physical Geography and Environmental Geoscience'], ['0403', 'Geology'], ['05', 'Environmental Sciences'], ['04', 'Earth Sciences']]",6.745994,182,2277,21,21,12995,823,12172,21,0,0,4,75,0,0,0,4,2,3,11,5,1221,81.6,2.4,1798.83,0.451125161,28805.7531
 ,Digital Research,Materials Science,"[['12', 'Built Environment and Design'], ['05', 'Environmental Sciences'], ['1205', 'Urban and Regional Planning'], ['0502', 'Environmental Science and Management']]",6.720851,181,952,39,39,4196,302,3894,19,20,0,3,58,2016-2019,0,0,4,1,2,9,4,674,17.8,1,580.72,0.145637666,28811.22792
 ,Field Academic,Environmental Sciences,"[['05', 'Environmental Sciences'], ['07', 'Agricultural and Veterinary Sciences'], ['06', 'Biological Sciences']]",6.706641,180,823,35,35,3883,287,3596,35,0,0,3,62,0,0,0,12,5,3,8,12,518,26.6,0.4,534.95,0.134159095,28943.24832
TRUE,Zoom Current,Life Sciences,"[['09', 'Engineering'], ['03', 'Chemical Sciences'], ['02', 'Physical Sciences']]",6.632239,179,1963,43,43,7821,404,7417,43,0,0,3,54,0,0,0,10,24,4,3,36,834,83,3,1118.91,0.280609315,27871.49103
 ,Academy Journal,"Engineering, Energy and Technology","[['0601', 'Biochemistry and Cell Biology'], ['1114', 'Paediatrics and Reproductive Medicine'], ['06', 'Biological Sciences'], ['11', 'Medical and Health Sciences']]",6.627727,178,1239,41,41,5187,346,4841,24,17,0,3,56,2016-2019,0,0,5,2,3,7,6,811,32.8,1,731.01,0.18332861,28293.45619
 ,Ademia Research,"Economics, Business and Management","[['0910', 'Manufacturing Engineering'], ['0913', 'Mechanical Engineering'], ['09', 'Engineering'], ['0912', 'Materials Engineering']]",6.539342,177,587,41,41,2380,131,2249,41,0,0,3,56,0,0,0,14,3,4,11,10,263,18.4,1.4,346.33,0.086855443,27401.85199
TRUE,Analytics Opinion,Life Sciences,"[['05', 'Environmental Sciences'], ['14', 'Economics'], ['1402', 'Applied Economics'], ['0502', 'Environmental Science and Management'], ['1499', 'Other Economics']]",6.489082,176,1392,26,26,7119,410,6709,26,0,0,4,71,0,0,0,9,5,4,8,14,649,56.6,1.8,1044,0.261822778,27190.14767
TRUE,Swift Statistics,Chemistry and Chemical Engineering,"[['11', 'Medical and Health Sciences'], ['06', 'Biological Sciences'], ['07', 'Agricultural and Veterinary Sciences']]",6.478074,175,1496,22,22,8053,462,7591,22,0,0,4,74,0,0,0,4,1,3,11,4,694,56.2,2.4,1166.88,0.29263962,27518.48844
 ,Think Review,Environmental Sciences,"[['14', 'Economics'], ['09', 'Engineering'], ['1402', 'Applied Economics'], ['0906', 'Electrical and Electronic Engineering'], ['0913', 'Mechanical Engineering']]",6.473769,174,841,34,34,3936,333,3603,34,0,0,3,63,0,0,0,10,10,5,8,19,592,19,0.6,555.06,0.139202444,28275.36569
TRUE,Pioneer Sustainable,Chemistry and Chemical Engineering,"[['1106', 'Human Movement and Sports Science'], ['0913', 'Mechanical Engineering'], ['1103', 'Clinical Sciences'], ['11', 'Medical and Health Sciences'], ['09', 'Engineering']]",6.37805,173,2575,35,35,11503,748,10755,35,0,0,3,62,0,0,0,9,4,4,11,10,1344,99.2,2.4,1673.75,0.419756585,27403.97747
TRUE,Imagine International,Chemistry and Chemical Engineering,"[['05', 'Environmental Sciences'], ['04', 'Earth Sciences'], ['09', 'Engineering']]",6.33327,172,1300,29,29,6422,601,5821,29,0,0,4,67,0,0,0,3,1,5,18,4,1000,24,0.6,923,0.231477418,27743.52704
TRUE,Arrive Biology,Chemistry and Chemical Engineering,"[['07', 'Agricultural and Veterinary Sciences'], ['06', 'Biological Sciences'], ['11', 'Medical and Health Sciences']]",6.326095,171,1546,40,40,6339,489,5850,40,0,0,3,57,0,0,0,20,7,10,4,25,962,50.6,0.8,927.6,0.232631043,27249.15779
TRUE,Cultivation Cell,"Engineering, Energy and Technology","[['0913', 'Mechanical Engineering'], ['0904', 'Chemical Engineering'], ['0914', 'Resources Engineering and Extractive Metallurgy'], ['09', 'Engineering']]",6.289012,170,1987,58,58,5615,331,5284,58,0,0,2,40,0,0,0,19,4,5,18,16,921,90.8,1.6,834.54,0.209292702,26828.45574
FALSE,Prodigy Journal,Agricultural and Biological Sciences,"[['09', 'Engineering'], ['12', 'Built Environment and Design'], ['05', 'Environmental Sciences']]",6.250312,169,246,29,29,1163,69,1094,29,0,0,4,68,0,0,0,3,18,1,5,21,114,7.2,0.6,177.12,0.044419589,26182.14256
TRUE,Progress Science,Chemistry and Chemical Engineering,"[['09', 'Engineering'], ['0914', 'Resources Engineering and Extractive Metallurgy'], ['0904', 'Chemical Engineering'], ['0913', 'Mechanical Engineering']]",6.233736,168,1714,17,17,9716,820,8896,17,0,0,4,79,0,0,0,4,2,3,3,4,1158,41.6,1.4,1422.62,0.356776169,27232.7606
TRUE,Academworks,Agricultural and Biological Sciences,"[['MD', 'Multidisciplinary']]",6.229692,167,1267,13,13,7233,385,6848,13,0,0,4,82,0,0,0,3,1,3,5,5,522,62.6,1.2,1089.62,0.273263731,26468.93522
 ,Evolve Journal,Physics and Astronomy,"[['03', 'Chemical Sciences'], ['09', 'Engineering'], ['0306', 'Physical Chemistry (incl. Structural)'], ['0907', 'Environmental Engineering'], ['0904', 'Chemical Engineering']]",6.21483,166,1196,34,34,5293,354,4939,34,0,0,3,63,0,0,0,7,9,7,7,18,626,47.2,1,789.36,0.197962096,26737.44171
TRUE,Wise Research,Chemistry and Chemical Engineering,"[['09', 'Engineering'], ['02', 'Physical Sciences']]",6.207719,165,2019,17,17,11190,840,10350,17,0,0,4,78,0,0,0,3,1,2,10,4,1198,52.2,3,1655.58,0.415199765,26950.88229
 ,Workshop Clinic,0,"[['01', 'Mathematical Sciences'], ['09', 'Engineering']]",6.05718,164,737,27,27,3499,248,3251,27,0,0,4,69,0,0,0,4,3,7,8,7,401,27.8,0.6,538.01,0.134926507,25932.63614
